local_government,tax,fy_total,fy
ATWOOD,INC,114821.06,2013
ATWOOD,INC,116685.64,2014
ATWOOD,INC,125533.8,2015
ATWOOD,INC,124067.12,2016
ATWOOD,INC,115912.09,2017
ATWOOD,INC,110647.21,2018
ATWOOD,INC,126550.41,2019
ATWOOD,INC,120391.12,2020
ATWOOD,INC,158999.69,2021
ATWOOD,INC,176724.54,2022
ATWOOD,INC,173926.13,2023
ATWOOD,INC,185938.23,2024
ATWOOD,INC,198334.52,2025
AUBURN,INC,407266.93,2012
AUBURN,INC,447557.96,2013
AUBURN,INC,454826.14,2014
AUBURN,INC,489314.65,2015
AUBURN,INC,483600.33,2016
AUBURN,INC,451811.18,2017
AUBURN,INC,431290.28,2018
AUBURN,INC,493276.95,2019
AUBURN,INC,469268.38,2020
AUBURN,INC,619759.4,2021
AUBURN,INC,711787.94,2022
AUBURN,INC,712842.96,2023
AUBURN,INC,762075.02,2024
AUBURN,INC,812887.9,2025
AUGUSTA,INC,50108.15,2012
AUGUSTA,INC,55065.24,2013
AUGUSTA,INC,55959.42,2014
AUGUSTA,INC,60202.83,2015
AUGUSTA,INC,59499.62,2016
AUGUSTA,INC,55588.56,2017
AUGUSTA,INC,53063.83,2018
AUGUSTA,INC,60690.45,2019
AUGUSTA,INC,57736.74,2020
AUGUSTA,INC,76252.48,2021
AUGUSTA,INC,86575.08,2022
AUGUSTA,INC,86183.33,2023
AUGUSTA,INC,92135.54,2024
AUGUSTA,INC,98278.7,2025
AURORA,INC,16893232.43,2012
AURORA,INC,18564495.32,2013
AURORA,INC,18865982.79,2014
AURORA,INC,20296574.32,2015
AURORA,INC,20059543.12,2016
AURORA,INC,18740928.76,2017
AURORA,INC,17889734.59,2018
AURORA,INC,20460929.35,2019
AURORA,INC,19465063.37,2020
AURORA,INC,25707369.06,2021
AURORA,INC,28583783.61,2022
AURORA,INC,28136872.67,2023
AURORA,INC,30080128.09,2024
AURORA,INC,32085790.89,2025
AVA,INC,55827.58,2012
AVA,INC,61350.61,2013
AVA,INC,62346.88,2014
AVA,INC,67074.48,2015
AVA,INC,66291.45,2016
AVA,INC,61933.19,2017
AVA,INC,59120.68,2018
AVA,INC,67617.14,2019
AVA,INC,64326.12,2020
AVA,INC,84955.04,2021
AVA,INC,89991.1,2022
AVA,INC,86183.33,2023
AVA,INC,92135.54,2024
AVA,INC,98278.7,2025
AVISTON,INC,166030.46,2012
AVISTON,INC,182456.54,2013
AVISTON,INC,185419.93,2014
AVISTON,INC,199479.57,2015
AVISTON,INC,197149.98,2016
AVISTON,INC,184190.46,2017
AVISTON,INC,175824.6,2018
AVISTON,INC,201095.15,2019
AVISTON,INC,191307.9,2020
AVISTON,INC,252658.98,2021
AVISTON,INC,338861.86,2022
AVISTON,INC,364681.21,2023
AVISTON,INC,389867.67,2024
AVISTON,INC,415862.87,2025
AVON,INC,68205.12,2012
AVON,INC,74952.8,2013
AVON,INC,76170.07,2014
AVON,INC,81945.83,2015
AVON,INC,80988.84,2016
AVON,INC,75665.21,2017
AVON,INC,72228.19,2018
AVON,INC,82608.55,2019
AVON,INC,78587.76,2020
AVON,INC,103790.27,2021
AVON,INC,112850.91,2022
AVON,INC,109715.45,2023
AVON,INC,117292.87,2024
AVON,INC,125113.37,2025
BALDWIN,INC,31840.29,2012
BALDWIN,INC,34990.69,2013
BALDWIN,INC,35559.11,2014
BALDWIN,INC,38254.93,2015
BALDWIN,INC,37808.72,2016
BALDWIN,INC,35322.78,2017
BALDWIN,INC,33718.34,2018
BALDWIN,INC,38564.82,2019
BALDWIN,INC,36688.14,2020
BALDWIN,INC,48453.74,2021
BALDWIN,INC,51182.07,2022
BALDWIN,INC,48935.25,2023
BALDWIN,INC,52314.95,2024
BALDWIN,INC,55803.4,2025
BANNER,INC,16133.18,2012
BANNER,INC,17729.45,2013
BANNER,INC,18017.53,2014
BANNER,INC,19384.21,2015
BANNER,INC,19157.62,2016
BANNER,INC,17898.26,2017
BANNER,INC,17085.23,2018
BANNER,INC,19541.14,2019
BANNER,INC,18590.39,2020
BANNER,INC,24552.22,2021
BANNER,INC,26947.8,2022
BANNER,INC,26337.62,2023
BANNER,INC,28156.62,2024
BANNER,INC,30034.56,2025
BANNOCKBURN,INC,135129.89,2012
BANNOCKBURN,INC,148497.81,2013
BANNOCKBURN,INC,150909.09,2014
BANNOCKBURN,INC,162353.15,2015
BANNOCKBURN,INC,160457.22,2016
BANNOCKBURN,INC,149909.17,2017
BANNOCKBURN,INC,143100.5,2018
BANNOCKBURN,INC,163667.57,2019
BANNOCKBURN,INC,155701.35,2020
BANNOCKBURN,INC,205633.63,2021
BANNOCKBURN,INC,184478.14,2022
BANNOCKBURN,INC,157871.95,2023
BANNOCKBURN,INC,168775.28,2024
BANNOCKBURN,INC,180028.74,2025
BARDOLPH,INC,21426.57,2012
BARDOLPH,INC,23545.8,2013
BARDOLPH,INC,23927.96,2014
BARDOLPH,INC,25742.76,2015
BARDOLPH,INC,25442,2016
BARDOLPH,INC,23769.66,2017
BARDOLPH,INC,22689.86,2018
BARDOLPH,INC,25951.28,2019
BARDOLPH,INC,24688.4,2020
BARDOLPH,INC,32605.8,2021
BARDOLPH,INC,34308.69,2022
BARDOLPH,INC,32727.34,2023
BARDOLPH,INC,34987.64,2024
BARDOLPH,INC,37320.69,2025
BARRINGTON,INC,881542.97,2012
BARRINGTON,INC,968755.19,2013
BARRINGTON,INC,984487.91,2014
BARRINGTON,INC,1059140.58,2015
BARRINGTON,INC,1046771.45,2016
BARRINGTON,INC,977960.96,2017
BARRINGTON,INC,933543.4,2018
BARRINGTON,INC,1067715.86,2019
BARRINGTON,INC,1015747.9,2020
BARRINGTON,INC,1341490.95,2021
BARRINGTON,INC,1624826.66,2022
BARRINGTON,INC,1670987.22,2023
BARRINGTON,INC,1786392.88,2024
BARRINGTON,INC,1905505.72,2025
BARRINGTON HILLS,INC,359292.39,2012
BARRINGTON HILLS,INC,394838.16,2013
BARRINGTON HILLS,INC,401250.73,2014
BARRINGTON HILLS,INC,431676.79,2015
BARRINGTON HILLS,INC,426635.28,2016
BARRINGTON HILLS,INC,398590.17,2017
BARRINGTON HILLS,INC,380486.79,2018
BARRINGTON HILLS,INC,435171.77,2019
BARRINGTON HILLS,INC,413991.12,2020
BARRINGTON HILLS,INC,546755.08,2021
BARRINGTON HILLS,INC,636014.46,2022
BARRINGTON HILLS,INC,641154.29,2023
BARRINGTON HILLS,INC,685435.27,2024
BARRINGTON HILLS,INC,731137.9,2025
BARRY,INC,112508.4,2012
BARRY,INC,123638.82,2013
BARRY,INC,125646.65,2014
BARRY,INC,135174.32,2015
BARRY,INC,133596.06,2016
BARRY,INC,124813.92,2017
BARRY,INC,119144.92,2018
BARRY,INC,136268.87,2019
BARRY,INC,129636.28,2020
BARRY,INC,171209.7,2021
BARRY,INC,200670.27,2022
BARRY,INC,203067.25,2023
BARRY,INC,217091.96,2024
BARRY,INC,231568,2025
BARTELSO,INC,50790.49,2012
BARTELSO,INC,55815.88,2013
BARTELSO,INC,56722.7,2014
BARTELSO,INC,61023.48,2015
BARTELSO,INC,60310.21,2016
BARTELSO,INC,56346.15,2017
BARTELSO,INC,53787.01,2018
BARTELSO,INC,61517.36,2019
BARTELSO,INC,58523.19,2020
BARTELSO,INC,77291.15,2021
BARTELSO,INC,95382.08,2022
BARTELSO,INC,98962.75,2023
BARTELSO,INC,105797.56,2024
BARTELSO,INC,112851.12,2025
BARTLETT,INC,3517634.33,2012
BARTLETT,INC,3865636.88,2013
BARTLETT,INC,3928414.65,2014
BARTLETT,INC,4226303.67,2015
BARTLETT,INC,4176946.78,2016
BARTLETT,INC,3902375.37,2017
BARTLETT,INC,3725133,2018
BARTLETT,INC,4260526.97,2019
BARTLETT,INC,4053160.09,2020
BARTLETT,INC,5352979.29,2021
BARTLETT,INC,6311581.09,2022
BARTLETT,INC,6406079.91,2023
BARTLETT,INC,6848511.79,2024
BARTLETT,INC,7305151.26,2025
BARTONVILLE,INC,552383.42,2012
BARTONVILLE,INC,607031.25,2013
BARTONVILLE,INC,616889.42,2014
BARTONVILLE,INC,663667.47,2015
BARTONVILLE,INC,655917.23,2016
BARTONVILLE,INC,612800.37,2017
BARTONVILLE,INC,584967.43,2018
BARTONVILLE,INC,669041.53,2019
BARTONVILLE,INC,636478.06,2020
BARTONVILLE,INC,840592.03,2021
BARTONVILLE,INC,938902.77,2022
BARTONVILLE,INC,926509.15,2023
BARTONVILLE,INC,990497.91,2024
BARTONVILLE,INC,1056541.23,2025
BASCO,INC,8365.61,2012
BASCO,INC,9193.32,2013
BASCO,INC,9342.7,2014
BASCO,INC,10051.33,2015
BASCO,INC,9933.63,2016
BASCO,INC,9280.44,2017
BASCO,INC,8859.25,2018
BASCO,INC,10132.21,2019
BASCO,INC,9639.06,2020
BASCO,INC,12730.21,2021
BASCO,INC,13191.51,2022
BASCO,INC,12467.95,2023
BASCO,INC,13329.02,2024
BASCO,INC,14217.13,2025
BATAVIA,INC,2223276.93,2012
BATAVIA,INC,2443227.32,2013
BATAVIA,INC,2482905.11,2014
BATAVIA,INC,2671182.35,2015
BATAVIA,INC,2639987.09,2016
BATAVIA,INC,2466447.37,2017
BATAVIA,INC,2354423.94,2018
BATAVIA,INC,2692812.64,2019
BATAVIA,INC,2561749.4,2020
BATAVIA,INC,3383283.98,2021
BATAVIA,INC,4001252.42,2022
BATAVIA,INC,4067287.29,2023
BATAVIA,INC,4348191.91,2024
BATAVIA,INC,4638117.14,2025
BATCHTOWN,INC,18267.84,2012
BATCHTOWN,INC,20075.31,2013
BATCHTOWN,INC,20401.49,2014
BATCHTOWN,INC,21948.36,2015
BATCHTOWN,INC,21691.82,2016
BATCHTOWN,INC,20265.72,2017
BATCHTOWN,INC,19345.12,2018
BATCHTOWN,INC,22125.51,2019
BATCHTOWN,INC,21048.59,2020
BATCHTOWN,INC,27798.73,2021
BATCHTOWN,INC,28324.51,2022
BATCHTOWN,INC,26493.38,2023
BATCHTOWN,INC,28323.11,2024
BATCHTOWN,INC,30212.19,2025
BATH,INC,28426.37,2012
BATH,INC,31238.2,2013
BATH,INC,31745.33,2014
BATH,INC,34152.68,2015
BATH,INC,33753.53,2016
BATH,INC,31534.97,2017
BATH,INC,30102.74,2018
BATH,INC,34428.83,2019
BATH,INC,32753.25,2020
BATH,INC,43256.96,2021
BATH,INC,45558.09,2022
BATH,INC,43482.04,2023
BATH,INC,46485.1,2024
BATH,INC,49583.79,2025
BAY VIEW GARDENS,INC,32267.46,2012
BAY VIEW GARDENS,INC,35459.34,2013
BAY VIEW GARDENS,INC,36035,2014
BAY VIEW GARDENS,INC,38767.59,2015
BAY VIEW GARDENS,INC,38314.85,2016
BAY VIEW GARDENS,INC,35796.44,2017
BAY VIEW GARDENS,INC,34170.64,2018
BAY VIEW GARDENS,INC,39081.75,2019
BAY VIEW GARDENS,INC,37179.52,2020
BAY VIEW GARDENS,INC,49102.72,2021
BAY VIEW GARDENS,INC,55534.08,2022
BAY VIEW GARDENS,INC,55169.23,2023
BAY VIEW GARDENS,INC,58979.46,2024
BAY VIEW GARDENS,INC,62912.04,2025
BAYLIS,INC,17498.97,2012
BAYLIS,INC,19230.39,2013
BAYLIS,INC,19542.79,2014
BAYLIS,INC,21024.8,2015
BAYLIS,INC,20779.72,2016
BAYLIS,INC,19413.32,2017
BAYLIS,INC,18531.69,2018
BAYLIS,INC,21195.09,2019
BAYLIS,INC,20163.33,2020
BAYLIS,INC,26629.57,2021
BAYLIS,INC,28070.32,2022
BAYLIS,INC,26804.86,2023
BAYLIS,INC,28656.13,2024
BAYLIS,INC,30567.47,2025
BEACH PARK,INC,1164179.18,2012
BEACH PARK,INC,1279352.55,2013
BEACH PARK,INC,1300129.23,2014
BEACH PARK,INC,1398716.46,2015
BEACH PARK,INC,1382381.86,2016
BEACH PARK,INC,1291511.25,2017
BEACH PARK,INC,1232852.07,2018
BEACH PARK,INC,1410043.56,2019
BEACH PARK,INC,1341414.72,2020
BEACH PARK,INC,1771596.77,2021
BEACH PARK,INC,2154926.01,2022
BEACH PARK,INC,2220658.72,2023
BEACH PARK,INC,2374027.13,2024
BEACH PARK,INC,2532322.2,2025
BEARDSTOWN,INC,522676.67,2012
BEARDSTOWN,INC,574385.98,2013
BEARDSTOWN,INC,583714.25,2014
BEARDSTOWN,INC,627976.67,2015
BEARDSTOWN,INC,620643.07,2016
BEARDSTOWN,INC,579844.94,2017
BEARDSTOWN,INC,553508.84,2018
BEARDSTOWN,INC,633061.59,2019
BEARDSTOWN,INC,602249.4,2020
BEARDSTOWN,INC,795386.48,2021
BEARDSTOWN,INC,921772.48,2022
BEARDSTOWN,INC,927443.65,2023
BEARDSTOWN,INC,991496.96,2024
BEARDSTOWN,INC,1057607.22,2025
BEAVERVILLE,INC,30901.66,2012
BEAVERVILLE,INC,33958.4,2013
BEAVERVILLE,INC,34509.67,2014
BEAVERVILLE,INC,37126.87,2015
BEAVERVILLE,INC,36693.65,2016
BEAVERVILLE,INC,34281.21,2017
BEAVERVILLE,INC,32724.02,2018
BEAVERVILLE,INC,37427.28,2019
BEAVERVILLE,INC,35605.3,2020
BEAVERVILLE,INC,47023.67,2021
BEAVERVILLE,INC,49801.81,2022
BEAVERVILLE,INC,47689.26,2023
BEAVERVILLE,INC,50982.87,2024
BEAVERVILLE,INC,54382.31,2025
BECKEMEYER,INC,88777.38,2012
BECKEMEYER,INC,97560.57,2013
BECKEMEYER,INC,99145.08,2014
BECKEMEYER,INC,106662.33,2015
BECKEMEYER,INC,105416.91,2016
BECKEMEYER,INC,98487.4,2017
BECKEMEYER,INC,94014.29,2018
BECKEMEYER,INC,107526.71,2019
BECKEMEYER,INC,102293.37,2020
BECKEMEYER,INC,135098.15,2021
BECKEMEYER,INC,147572.73,2022
BECKEMEYER,INC,143846.54,2023
BECKEMEYER,INC,153781.2,2024
BECKEMEYER,INC,164035.08,2025
BEDFORD PARK,INC,49510.13,2012
BEDFORD PARK,INC,54408.85,2013
BEDFORD PARK,INC,55292.78,2014
BEDFORD PARK,INC,59485.21,2015
BEDFORD PARK,INC,58790.53,2016
BEDFORD PARK,INC,54925.63,2017
BEDFORD PARK,INC,52431.13,2018
BEDFORD PARK,INC,59966.72,2019
BEDFORD PARK,INC,57047.77,2020
BEDFORD PARK,INC,75342.57,2021
BEDFORD PARK,INC,91236.5,2022
BEDFORD PARK,INC,93819.03,2023
BEDFORD PARK,INC,100298.6,2024
BEDFORD PARK,INC,106987.52,2025
BEECHER,INC,372097.04,2012
BEECHER,INC,408909.02,2013
BEECHER,INC,415549.75,2014
BEECHER,INC,447060.43,2015
BEECHER,INC,441839.72,2016
BEECHER,INC,412794.98,2017
BEECHER,INC,394046.32,2018
BEECHER,INC,450680.72,2019
BEECHER,INC,428745.43,2020
BEECHER,INC,566240.98,2021
BEECHER,INC,705018.47,2022
BEECHER,INC,734506.09,2023
BEECHER,INC,785234.3,2024
BEECHER,INC,837590.93,2025
BEECHER CITY,INC,39523.54,2012
BEECHER CITY,INC,43433.37,2013
BEECHER CITY,INC,44138.59,2014
BEECHER CITY,INC,47485.76,2015
BEECHER CITY,INC,46930.84,2016
BEECHER CITY,INC,43845.61,2017
BEECHER CITY,INC,41854.45,2018
BEECHER CITY,INC,47869.68,2019
BEECHER CITY,INC,45539.43,2020
BEECHER CITY,INC,60143.59,2021
BEECHER CITY,INC,67448.28,2022
BEECHER CITY,INC,66702.68,2023
BEECHER CITY,INC,71309.44,2024
BEECHER CITY,INC,76063.34,2025
BELGIUM,INC,34486.45,2012
BELGIUM,INC,37898.68,2013
BELGIUM,INC,38514.35,2014
BELGIUM,INC,41434.4,2015
BELGIUM,INC,40950.91,2016
BELGIUM,INC,38258.61,2017
BELGIUM,INC,36520.74,2018
BELGIUM,INC,41769.59,2019
BELGIUM,INC,39736.49,2020
BELGIUM,INC,52479.71,2021
BELGIUM,INC,57269.12,2022
BELGIUM,INC,55792.22,2023
BELGIUM,INC,59645.49,2024
BELGIUM,INC,63622.58,2025
BELKNAP,INC,8878.17,2012
BELKNAP,INC,9755.86,2013
BELKNAP,INC,9913.93,2014
BELKNAP,INC,10666.27,2015
BELKNAP,INC,10541.64,2016
BELKNAP,INC,9848.83,2017
BELKNAP,INC,9401.43,2018
BELKNAP,INC,10752.69,2019
BELKNAP,INC,10229.21,2020
BELKNAP,INC,13509.65,2021
BELKNAP,INC,14316.38,2022
BELKNAP,INC,13713.92,2023
BELKNAP,INC,14661.07,2024
BELKNAP,INC,15639.67,2025
BELLE PRAIRIE CITY,INC,4609.95,2012
BELLE PRAIRIE CITY,INC,5066.07,2013
BELLE PRAIRIE CITY,INC,5148.36,2014
BELLE PRAIRIE CITY,INC,5538.48,2015
BELLE PRAIRIE CITY,INC,5473.8,2016
BELLE PRAIRIE CITY,INC,5113.89,2017
BELLE PRAIRIE CITY,INC,4881.55,2018
BELLE PRAIRIE CITY,INC,5583.32,2019
BELLE PRAIRIE CITY,INC,5311.55,2020
BELLE PRAIRIE CITY,INC,7014.92,2021
BELLE PRAIRIE CITY,INC,7772.12,2022
BELLE PRAIRIE CITY,INC,7635.71,2023
BELLE PRAIRIE CITY,INC,8163.06,2024
BELLE PRAIRIE CITY,INC,8707.38,2025
BELLE RIVE,INC,30816.22,2012
BELLE RIVE,INC,33864.51,2013
BELLE RIVE,INC,34414.27,2014
BELLE RIVE,INC,37024.18,2015
BELLE RIVE,INC,36592.18,2016
BELLE RIVE,INC,34186.52,2017
BELLE RIVE,INC,32633.9,2018
BELLE RIVE,INC,37324.3,2019
BELLE RIVE,INC,35507.79,2020
BELLE RIVE,INC,46894.89,2021
BELLE RIVE,INC,50058.35,2022
BELLE RIVE,INC,48156.52,2023
BELLE RIVE,INC,51482.42,2024
BELLE RIVE,INC,54915.21,2025
BELLEVILLE,INC,3796771.16,2012
BELLEVILLE,INC,4172389.42,2013
BELLEVILLE,INC,4240149.11,2014
BELLEVILLE,INC,4561675.97,2015
BELLEVILLE,INC,4508403.28,2016
BELLEVILLE,INC,4212042.86,2017
BELLEVILLE,INC,4020735.73,2018
BELLEVILLE,INC,4598614.14,2019
BELLEVILLE,INC,4374791.95,2020
BELLEVILLE,INC,5777756.21,2021
BELLEVILLE,INC,6611373.09,2022
BELLEVILLE,INC,6608522.17,2023
BELLEVILLE,INC,7064935.59,2024
BELLEVILLE,INC,7536007.97,2025
BELLEVUE,INC,168847.47,2012
BELLEVUE,INC,185552.28,2013
BELLEVUE,INC,188565.98,2014
BELLEVUE,INC,202864.37,2015
BELLEVUE,INC,200495.17,2016
BELLEVUE,INC,187315.7,2017
BELLEVUE,INC,178807.61,2018
BELLEVUE,INC,204507.34,2019
BELLEVUE,INC,194553.86,2020
BELLEVUE,INC,256945.86,2021
BELLEVUE,INC,293222.66,2022
BELLEVUE,INC,292681.04,2023
BELLEVUE,INC,312894.86,2024
BELLEVUE,INC,333757.59,2025
BELLFLOWER,INC,30474.51,2012
BELLFLOWER,INC,33489.77,2013
BELLFLOWER,INC,34033.85,2014
BELLFLOWER,INC,36614.13,2015
BELLFLOWER,INC,36186.24,2016
BELLFLOWER,INC,33807.51,2017
BELLFLOWER,INC,32272.1,2018
BELLFLOWER,INC,36910.35,2019
BELLFLOWER,INC,35113.92,2020
BELLFLOWER,INC,46374.7,2021
BELLFLOWER,INC,53644.34,2022
BELLFLOWER,INC,53923.23,2023
BELLFLOWER,INC,57647.41,2024
BELLFLOWER,INC,61490.95,2025
BELLMONT,INC,23560.15,2012
BELLMONT,INC,25891.27,2013
BELLMONT,INC,26311.88,2014
BELLMONT,INC,28306.87,2015
BELLMONT,INC,27976.2,2016
BELLMONT,INC,26137.1,2017
BELLMONT,INC,24950.03,2018
BELLMONT,INC,28535.6,2019
BELLMONT,INC,27146.61,2020
BELLMONT,INC,35852.32,2021
BELLMONT,INC,39373.21,2022
BELLMONT,INC,38494.07,2023
BELLMONT,INC,41152.62,2024
BELLMONT,INC,43896.43,2025
BELLWOOD,INC,1627956.05,2012
BELLWOOD,INC,1789010.97,2013
BELLWOOD,INC,1818064.38,2014
BELLWOOD,INC,1955926.94,2015
BELLWOOD,INC,1933084.73,2016
BELLWOOD,INC,1806013.11,2017
BELLWOOD,INC,1723986.11,2018
BELLWOOD,INC,1971764.96,2019
BELLWOOD,INC,1875795.74,2020
BELLWOOD,INC,2477349.91,2021
BELLWOOD,INC,2896987.24,2022
BELLWOOD,INC,2928204.2,2023
BELLWOOD,INC,3130438.78,2024
BELLWOOD,INC,3339168.02,2025
BELVIDERE,INC,2184009.66,2012
BELVIDERE,INC,2400075.59,2013
BELVIDERE,INC,2439052.76,2014
BELVIDERE,INC,2624004.6,2015
BELVIDERE,INC,2593360.7,2016
BELVIDERE,INC,2422885.85,2017
BELVIDERE,INC,2312840.61,2018
BELVIDERE,INC,2645252.56,2019
BELVIDERE,INC,2516503.77,2020
BELVIDERE,INC,3323528.43,2021
BELVIDERE,INC,3900052.33,2022
BELVIDERE,INC,3948999.64,2023
BELVIDERE,INC,4221734.8,2024
BELVIDERE,INC,4503228.24,2025
BEMENT,INC,147678.29,2012
BEMENT,INC,162287.77,2013
BEMENT,INC,164923.13,2014
BEMENT,INC,177429.62,2015
BEMENT,INC,175357.6,2016
BEMENT,INC,163829.92,2017
BEMENT,INC,156389.02,2018
BEMENT,INC,178866.19,2019
BEMENT,INC,170160.53,2020
BEMENT,INC,224729.8,2021
BEMENT,INC,240218.49,2022
BEMENT,INC,231275.84,2023
BEMENT,INC,247248.77,2024
BEMENT,INC,263734.91,2025
BENLD,INC,132824.39,2012
BENLD,INC,145964.94,2013
BENLD,INC,148335.47,2014
BENLD,INC,159583.68,2015
BENLD,INC,157720.07,2016
BENLD,INC,147352.37,2017
BENLD,INC,140659.91,2018
BENLD,INC,160875.91,2019
BENLD,INC,153045.57,2020
BENLD,INC,202126.19,2021
BENLD,INC,229297.28,2022
BENLD,INC,228158.87,2023
BENLD,INC,243916.51,2024
BENLD,INC,260181.31,2025
BENSENVILLE,INC,1566579.86,2012
BENSENVILLE,INC,1721562.81,2013
BENSENVILLE,INC,1749520.86,2014
BENSENVILLE,INC,1882185.91,2015
BENSENVILLE,INC,1860204.82,2016
BENSENVILLE,INC,1737924.57,2017
BENSENVILLE,INC,1658989.61,2018
BENSENVILLE,INC,1897427.56,2019
BENSENVILLE,INC,1805076.49,2020
BENSENVILLE,INC,2383951.54,2021
BENSENVILLE,INC,2862783.79,2022
BENSENVILLE,INC,2931944.18,2023
BENSENVILLE,INC,3134437.04,2024
BENSENVILLE,INC,3343432.17,2025
BENSON,INC,36108.52,2012
BENSON,INC,39680.47,2013
BENSON,INC,40324.75,2014
BENSON,INC,43383.36,2015
BENSON,INC,42876.6,2016
BENSON,INC,40057.78,2017
BENSON,INC,38238.39,2018
BENSON,INC,43734.47,2019
BENSON,INC,41605.79,2020
BENSON,INC,54948.48,2021
BENSON,INC,63769.9,2022
BENSON,INC,64208.69,2023
BENSON,INC,68643.19,2024
BENSON,INC,73220.28,2025
BENTLEY,INC,2987.85,2012
BENTLEY,INC,3283.5,2013
BENTLEY,INC,3336.8,2014
BENTLEY,INC,3589.51,2015
BENTLEY,INC,3548.13,2016
BENTLEY,INC,3314.51,2017
BENTLEY,INC,3163.99,2018
BENTLEY,INC,3618.5,2019
BENTLEY,INC,3442.24,2020
BENTLEY,INC,4546.17,2021
BENTLEY,INC,4856.79,2022
BENTLEY,INC,4674.47,2023
BENTLEY,INC,4997.31,2024
BENTLEY,INC,5331.39,2025
BENTON,INC,604966.83,2012
BENTON,INC,664816.69,2013
BENTON,INC,675613.26,2014
BENTON,INC,726844.4,2015
BENTON,INC,718356.07,2016
BENTON,INC,671134.94,2017
BENTON,INC,640652.75,2018
BENTON,INC,732730.23,2019
BENTON,INC,697066.87,2020
BENTON,INC,920611.21,2021
BENTON,INC,1048568.73,2022
BENTON,INC,1045575.56,2023
BENTON,INC,1117787.58,2024
BENTON,INC,1192318.29,2025
BERKELEY,INC,444655.83,2012
BERKELEY,INC,488645.46,2013
BERKELEY,INC,496580.8,2014
BERKELEY,INC,534236.73,2015
BERKELEY,INC,527997.52,2016
BERKELEY,INC,493289.34,2017
BERKELEY,INC,470884.65,2018
BERKELEY,INC,538562.27,2019
BERKELEY,INC,512349.64,2020
BERKELEY,INC,676656.46,2021
BERKELEY,INC,812377.82,2022
BERKELEY,INC,831909.37,2023
BERKELEY,INC,889364.65,2024
BERKELEY,INC,948664.98,2025
BERLIN,INC,15365.4,2012
BERLIN,INC,16885.69,2013
BERLIN,INC,17160,2014
BERLIN,INC,18460.64,2015
BERLIN,INC,18245.54,2016
BERLIN,INC,17045.95,2017
BERLIN,INC,16271.88,2018
BERLIN,INC,18610.72,2019
BERLIN,INC,17705.12,2020
BERLIN,INC,23383.06,2021
BERLIN,INC,23621.29,2022
BERLIN,INC,21974.64,2023
BERLIN,INC,23492.29,2024
BERLIN,INC,25058.42,2025
BERWYN,INC,4836406.13,2012
BERWYN,INC,5314876.46,2013
BERWYN,INC,5401190.14,2014
BERWYN,INC,5810757.44,2015
BERWYN,INC,5742897.18,2016
BERWYN,INC,5365387.3,2017
BERWYN,INC,5121696.81,2018
BERWYN,INC,5857810.41,2019
BERWYN,INC,5572701.38,2020
BERWYN,INC,7359826.55,2021
BERWYN,INC,8753056.3,2022
BERWYN,INC,8922223.16,2023
BERWYN,INC,9538430.89,2024
BERWYN,INC,10174427.22,2025
BETHALTO,INC,812739.86,2012
BETHALTO,INC,893145.17,2013
BETHALTO,INC,907649.98,2014
BETHALTO,INC,976476.29,2015
BETHALTO,INC,965072.94,2016
BETHALTO,INC,901633.44,2017
BETHALTO,INC,860682.26,2018
BETHALTO,INC,984383.74,2019
BETHALTO,INC,936472.47,2020
BETHALTO,INC,1236792.43,2021
BETHALTO,INC,1439099.52,2022
BETHALTO,INC,1450933.27,2023
BETHALTO,INC,1551141.07,2024
BETHALTO,INC,1654566.77,2025
BETHANY,INC,115410.83,2012
BETHANY,INC,126828.45,2013
BETHANY,INC,128888.11,2014
BETHANY,INC,138661.56,2015
BETHANY,INC,137041.8,2016
BETHANY,INC,128034.04,2017
BETHANY,INC,122218.47,2018
BETHANY,INC,139784.42,2019
BETHANY,INC,132981.01,2020
BETHANY,INC,175627.09,2021
BETHANY,INC,197488.02,2022
BETHANY,INC,195587.28,2023
BETHANY,INC,209095.38,2024
BETHANY,INC,223038.26,2025
BIG ROCK,INC,96118.93,2012
BIG ROCK,INC,105627.72,2013
BIG ROCK,INC,107342.95,2014
BIG ROCK,INC,115482.94,2015
BIG ROCK,INC,114134.37,2016
BIG ROCK,INC,106631.71,2017
BIG ROCK,INC,101788.34,2018
BIG ROCK,INC,116418.12,2019
BIG ROCK,INC,110752.09,2020
BIG ROCK,INC,146269.48,2021
BIG ROCK,INC,170497.86,2022
BIG ROCK,INC,172055.14,2023
BIG ROCK,INC,183938.02,2024
BIG ROCK,INC,196202.02,2025
BIGGSVILLE,INC,25949.97,2012
BIGGSVILLE,INC,28517.58,2013
BIGGSVILLE,INC,28980.89,2014
BIGGSVILLE,INC,31178.34,2015
BIGGSVILLE,INC,30813.94,2016
BIGGSVILLE,INC,28788.52,2017
BIGGSVILLE,INC,27481.08,2018
BIGGSVILLE,INC,31430.86,2019
BIGGSVILLE,INC,29901.17,2020
BIGGSVILLE,INC,39490.26,2021
BIGGSVILLE,INC,46230.51,2022
BIGGSVILLE,INC,46754.77,2023
BIGGSVILLE,INC,49983.87,2024
BIGGSVILLE,INC,53316.48,2025
BINGHAM,INC,7085.24,2012
BINGHAM,INC,7786.29,2013
BINGHAM,INC,7912.78,2014
BINGHAM,INC,8512.6,2015
BINGHAM,INC,8413.01,2016
BINGHAM,INC,7860.09,2017
